mesh_id,mesh_term,Cardiology,Dermatology,Endocrinology,GI Hepatology,Immuno Rheumatology,Infectious Diseases,Nephrology,Neurology,Psych General,Oncology,Otolaryngology,Pulmonary Medicine,Reproductive Medicine,Psych Specific,Hepatology Specific
C01.539.597.050,AIDS-Related Opportunistic Infections,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.597.880,Superinfection,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.635,Pelvic Infection,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.635.500,Pelvic Inflammatory Disease,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.674,"Pregnancy Complications, Infectious",N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.674.173,"Abortion, Septic",N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.685,Prosthesis-Related Infections,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.739,Respiratory Tract Infections,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.739.484,"Empyema, Pleural",N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C01.539.739.484.320,"Empyema, Tuberculous",N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C01.539.739.969,Whooping Cough,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C01.539.757.100.375,Hemorrhagic Septicemia,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C01.539.757.360,Fungemia,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C01.539.757.800,"Shock, Septic",N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N
C01.539.778.281,"Sexually Transmitted Diseases, Bacterial",N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.778.281.201,Chancroid,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.778.281.301,Chlamydia Infections,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.778.281.451,Granuloma Inguinale,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.778.281.859,Syphilis,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N
C01.539.800,"Skin Diseases, Infectious",N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
C04.557.580.625.600.657,Pinealoma,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.557.580.625.600.725,Retinoblastoma,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.630,"Neuroectodermal Tumor, Melanotic",N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.557.580.625.650,Neuroendocrine Tumors,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.557.580.625.650.025,"Adenoma, Acidophil",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.580.625.650.075,"Adenoma, Basophil",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.580.625.650.135,Apudoma,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.200,Carcinoid Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.200.500,Malignant Carcinoid Syndrome,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.200.500.205,Carcinoid Heart Disease,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.240,"Carcinoma, Neuroendocrine",N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.557.580.625.650.240.315,"Carcinoma, Medullary",N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.240.325,"Carcinoma, Merkel Cell",N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.510,Melanoma,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.510.385,Hutchinson's Melanotic Freckle,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.510.515,"Melanoma, Amelanotic",N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.510.525,"Melanoma, Experimental",N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.595,Neurilemmoma,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.557.580.625.650.595.610,"Neuroma, Acoustic",N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.557.580.625.650.700,Paraganglioma,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.700.705,"Paraganglioma, Extra-Adrenal",N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.700.705.220,Carotid Body Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.700.705.340,Glomus Jugulare Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.580.625.650.700.705.360,Glomus Tympanicum Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.595,"Neoplasms, Plasma Cell",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.595.500,Multiple Myeloma,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.645,"Neoplasms, Vascular Tissue",N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.645.350,Glomus Tumor,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.645.375.185,Central Nervous System Venous Angioma,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C04.557.645.375.380,"Hemangioma, Capillary",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.645.375.380.370,Hemangioblastoma,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.645.375.385,"Hemangioma, Cavernous",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.645.375.385.500,"Hemangioma, Cavernous, Central Nervous System",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C04.557.645.375.850,Sturge-Weber Syndrome,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
C04.557.645.520,Meningioma,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.557.645.750,"Sarcoma, Kaposi",N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N
C04.557.665,Nevi and Melanomas,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.665.510.515,"Melanoma, Amelanotic",N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.665.510.525,"Melanoma, Experimental",N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.665.560,Nevus,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.665.560.260,Dysplastic Nevus Syndrome,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.557.665.560.615,"Nevus, Pigmented",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.665.560.615.530,Mongolian Spot,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.665.560.615.550,"Nevus, Blue",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.665.560.615.585,Nevus of Ota,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.665.560.615.625.585,"Nevus, Epithelioid and Spindle Cell",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.665.560.700,"Nevus, Sebaceous of Jadassohn",N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
C04.557.695.210,Cementoma,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.695.607,"Odontogenic Tumor, Squamous",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.557.695.610,Odontoma,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.588.033.513,Peritoneal Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.033.731,Retroperitoneal Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.149.030,Adamantinoma,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.149.276,Femoral Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.149.721,Skull Neoplasms,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.149.721.450.601,Maxillary Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.149.721.600,Nose Neoplasms,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.149.721.656,Orbital Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.149.721.828,Skull Base Neoplasms,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.180.260,"Breast Neoplasms, Male",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.180.390,"Carcinoma, Ductal, Breast",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.180.762,Phyllodes Tumor,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.120.250,Bile Duct Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,M
C04.588.274.120.250.250,Common Bile Duct Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476,Gastrointestinal Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.184,Cecal Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.184.290,Appendiceal Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.307,Colorectal Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.307.180,Colonic Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.307.180.089,Adenomatous Polyposis Coli,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.307.180.089.500,Gardner Syndrome,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.307.190,"Colorectal Neoplasms, Hereditary Nonpolyposis",N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.307.790,Rectal Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.307.790.040.040,Anal Gland Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.445,Duodenal Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.476.411.501,Ileal Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.623,Liver Neoplasms,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y
C04.588.274.623.040,"Adenoma, Liver Cell",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.623.160,"Carcinoma, Hepatocellular",N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y
C04.588.274.623.460,"Liver Neoplasms, Experimental",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.761.249.500,Insulinoma,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.761.500.124,Gastrinoma,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.761.500.249,Glucagonoma,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.761.500.750,Vipoma,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.274.761.750,"Carcinoma, Pancreatic Ductal",N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.078,Adrenal Gland Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.078.265,Adrenal Cortex Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.078.265.500,Adrenocortical Adenoma,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C04.588.322.078.265.750,Adrenocortical Carcinoma,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.400.500,Multiple Endocrine Neoplasia Type 1,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.400.505,Multiple Endocrine Neoplasia Type 2a,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.400.510,Multiple Endocrine Neoplasia Type 2b,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.421.249,"Adenoma, Islet Cell",N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
C04.588.322.421.249.500,Insulinoma,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.421.500,"Carcinoma, Islet Cell",N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.421.500.124,Gastrinoma,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.421.500.249,Glucagonoma,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.421.500.500,Somatostatinoma,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.421.500.750,Vipoma,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.421.750,"Carcinoma, Pancreatic Ductal",N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.455,Ovarian Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.322.455.398,Granulosa Cell Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.322.455.464,Luteoma,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.322.455.531,Meigs Syndrome,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
C04.588.322.455.648,Sertoli-Leydig Cell Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.322.455.765,Thecoma,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N
C04.588.322.490,Paraneoplastic Endocrine Syndromes,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.525,Parathyroid Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.609,Pituitary Neoplasms,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C04.588.322.609.145,ACTH-Secreting Pituitary Adenoma,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C04.588.322.609.792,Prolactinoma,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N
C04.588.322.762,Testicular Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.762.500,Sertoli-Leydig Cell Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.322.762.500.249,Leydig Cell Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.322.762.500.500,Sertoli Cell Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.322.894,Thyroid Neoplasms,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N
C04.588.322.894.800,Thyroid Nodule,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N
C04.588.364,Eye Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.364.235,Conjunctival Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.364.659,Orbital Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.364.818,Retinal Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.364.818.760,Retinoblastoma,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.364.978,Uveal Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.364.978.223,Choroid Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.364.978.400,Iris Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.443,Head and Neck Neoplasms,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.353,Esophageal Neoplasms,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.392.500,Eyelid Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.443.591,Mouth Neoplasms,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.591.402,Gingival Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.443.591.550,Lip Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.443.591.692,Palatal Neoplasms,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.443.591.824,Salivary Gland Neoplasms,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.591.824.695,Parotid Neoplasms,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.591.925,Tongue Neoplasms,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.665,Otorhinolaryngologic Neoplasms,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.665.650,Nose Neoplasms,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.665.650.693,Paranasal Sinus Neoplasms,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.665.650.693.575,Maxillary Sinus Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.443.665.710.684,Oropharyngeal Neoplasms,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.665.710.684.800,Tonsillar Neoplasms,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.915.800,Thyroid Nodule,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.443.925,Tracheal Neoplasms,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N
C04.588.448,Hematologic Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.531,"Mammary Neoplasms, Animal",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.588.531.500,"Mammary Neoplasms, Experimental",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.588.614.250,Central Nervous System Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.195,Brain Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.195.205.200.500,"Papilloma, Choroid Plexus",N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.195.411,Infratentorial Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.195.411.211,Cerebellar Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.195.648,Neurocytoma,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.195.766,Pinealoma,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.195.885.500,Hypothalamic Neoplasms,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.195.885.500.299,Pallister-Hall Syndrome,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C04.588.614.250.195.885.500.600,Pituitary Neoplasms,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.387.100,Arachnoid Cysts,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C04.588.614.250.387.200,Colloid Cysts,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C04.588.614.250.580.150,Meningeal Carcinomatosis,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.580.500,Meningioma,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.250.803,Spinal Cord Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.300.600,Optic Nerve Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.300.600.600,Optic Nerve Glioma,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.525.500,Neurofibromatosis 2,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N
C04.588.614.550.225,Lambert-Eaton Myasthenic Syndrome,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.550.450,Limbic Encephalitis,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.550.550,"Myelitis, Transverse",N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.550.650,Paraneoplastic Cerebellar Degeneration,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.550.700,Paraneoplastic Polyneuropathy,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.596,Peripheral Nervous System Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.596.240.240,Optic Nerve Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.614.596.240.240.500,Optic Nerve Glioma,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.699,Pelvic Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.805,Skin Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.805.040,Acanthoma,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.805.776,Sweat Gland Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.839,Soft Tissue Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.839.750,Vascular Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.309,Heart Neoplasms,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.309.500,Carney Complex,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.479,Mediastinal Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.797.520.109,Bronchial Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.797.520.109.220.249,"Carcinoma, Non-Small-Cell Lung",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.797.520.109.220.624,Small Cell Lung Carcinoma,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.797.520.734,Pancoast Syndrome,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.797.520.867,Pulmonary Blastoma,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.797.520.933,Pulmonary Sclerosing Hemangioma,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.588.894.797.640,Pleural Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N
C04.588.894.797.640.700,"Pleural Effusion, Malignant",N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N
C04.588.894.797.640.800,"Solitary Fibrous Tumor, Pleural",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.894.949.500,Thymoma,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945,Urogenital Neoplasms,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.418.948.585,Endometrial Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C05.660.207.325,Donohue Syndrome,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C04.588.945.418.948.585.124,"Carcinoma, Endometrioid",N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.945.418.948.585.374,Endometrial Stromal Tumors,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.945.418.948.585.374.500,"Sarcoma, Endometrial Stromal",N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.945.418.955,Vaginal Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.945.418.968,Vulvar Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.945.440,"Genital Neoplasms, Male",N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.440.715,Penile Neoplasms,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.440.770,Prostatic Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.440.915,Testicular Neoplasms,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.440.915.500,Sertoli-Leydig Cell Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.945.440.915.500.249,Leydig Cell Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N
C04.588.945.440.915.500.500,Sertoli Cell Tumor,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.947.535,Kidney Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.947.535.160,"Carcinoma, Renal Cell",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.947.535.585,Wilms Tumor,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.947.535.585.220,Denys-Drash Syndrome,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.947.535.585.950,WAGR Syndrome,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C04.588.945.947.535.790,"Nephroma, Mesoblastic",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.947.940,Ureteral Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.947.945,Urethral Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.947.960,Urinary Bladder Neoplasms,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.588.945.956,"Venereal Tumors, Veterinary",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.619,"Neoplasms, Experimental",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
C04.619.045,"Carcinoma 256, Walker",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.619.124,"Carcinoma, Brown-Pearce",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.619.169,"Carcinoma, Ehrlich Tumor",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.619.214,"Carcinoma, Krebs 2",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.619.230,"Carcinoma, Lewis Lung",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.619.531,"Leukemia, Experimental",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.619.531.216,Avian Leukosis,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C04.619.531.594,Leukemia L1210,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.619.531.602,Leukemia L5178,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.619.540,"Liver Neoplasms, Experimental",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C04.619.590,"Mammary Neoplasms, Experimental",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
